"date","id","totalCalls","answeredCalls","sales"
2015-01-01,174,24,11,4
2015-01-02,174,39,16,5
2015-01-03,174,47,18,4
2015-01-04,174,42,13,2
2015-01-05,174,62,21,6
2015-01-06,174,51,18,3
2015-01-07,174,37,18,2
2015-01-08,174,54,18,3
2015-01-09,174,43,19,4
2015-01-10,174,NA,NA,NA
2015-01-11,174,NA,NA,NA
2015-01-12,174,32,10,3
2015-01-13,174,34,14,3
2015-01-14,174,NA,NA,NA
2015-01-15,174,48,19,3
2015-01-16,174,NA,NA,NA
2015-01-17,174,67,30,5
2015-01-18,174,NA,NA,NA
2015-01-19,174,NA,NA,NA
2015-01-20,174,62,22,7
2015-01-21,174,63,19,4
2015-01-22,174,NA,NA,NA
2015-01-23,174,NA,NA,NA
2015-01-24,174,NA,NA,NA
2015-01-25,174,70,30,4
2015-01-26,174,31,13,5
2015-01-27,174,NA,NA,NA
2015-01-28,174,53,27,6
2015-01-29,174,33,13,2
2015-01-30,174,NA,NA,NA
2015-01-31,174,NA,NA,NA
2015-02-01,174,NA,NA,NA
2015-02-02,174,NA,NA,NA
2015-02-03,174,50,16,5
2015-02-04,174,39,12,3
2015-02-05,174,NA,NA,NA
2015-02-06,174,39,12,3
2015-02-07,174,28,11,1
2015-02-08,174,25,10,3
2015-02-09,174,68,28,7
2015-02-10,174,49,21,4
2015-02-11,174,43,20,3
2015-02-12,174,71,36,9
2015-02-13,174,NA,NA,NA
2015-02-14,174,NA,NA,NA
2015-02-15,174,24,12,3
2015-02-16,174,50,20,6
2015-02-17,174,34,13,1
2015-02-18,174,48,18,6
2015-02-19,174,26,12,1
2015-02-20,174,NA,NA,NA
2015-02-21,174,73,27,8
2015-02-22,174,NA,NA,NA
2015-02-23,174,28,9,1
2015-02-24,174,67,28,8
2015-02-25,174,61,31,8
2015-02-26,174,35,16,5
2015-02-27,174,28,11,3
2015-02-28,174,62,30,6
2015-03-01,174,41,15,5
2015-03-02,174,NA,NA,NA
2015-03-03,174,NA,NA,NA
2015-03-04,174,32,11,2
2015-03-05,174,NA,NA,NA
2015-03-06,174,55,20,4
2015-03-07,174,70,22,3
2015-03-08,174,57,21,7
2015-03-09,174,21,6,1
2015-03-10,174,NA,NA,NA
2015-03-11,174,59,19,2
2015-03-12,174,NA,NA,NA
2015-03-13,174,53,22,4
2015-03-14,174,35,11,2
2015-03-15,174,40,16,3
2015-03-16,174,NA,NA,NA
2015-03-17,174,45,17,4
2015-03-18,174,54,17,3
2015-03-19,174,26,8,1
2015-03-20,174,67,23,8
2015-03-21,174,NA,NA,NA
2015-03-22,174,NA,NA,NA
2015-03-23,174,38,11,4
2015-03-24,174,NA,NA,NA
2015-03-25,174,65,29,5
2015-03-26,174,29,13,2
2015-03-27,174,31,13,2
2015-03-28,174,45,17,4
2015-03-29,174,55,19,6
2015-03-30,174,70,28,6
2015-03-31,174,56,24,8
2015-04-01,174,35,13,4
2015-04-02,174,62,21,4
2015-04-03,174,62,24,4
2015-04-04,174,NA,NA,NA
2015-04-05,174,NA,NA,NA
2015-04-06,174,69,26,9
2015-04-07,174,NA,NA,NA
2015-04-08,174,68,35,12
2015-04-09,174,45,15,5
2015-04-10,174,NA,NA,NA
2015-04-11,174,39,16,3
2015-04-12,174,NA,NA,NA
2015-04-13,174,70,28,5
2015-04-14,174,NA,NA,NA
2015-04-15,174,51,19,6
2015-04-16,174,70,23,6
2015-04-17,174,NA,NA,NA
2015-04-18,174,NA,NA,NA
2015-04-19,174,NA,NA,NA
2015-04-20,174,NA,NA,NA
2015-04-21,174,64,32,7
2015-04-22,174,71,22,4
2015-04-23,174,47,20,5
2015-04-24,174,70,20,7
2015-04-25,174,NA,NA,NA
2015-04-26,174,26,12,4
2015-04-27,174,58,23,7
2015-04-28,174,NA,NA,NA
2015-04-29,174,37,14,4
2015-04-30,174,58,18,7
2015-05-01,174,NA,NA,NA
2015-05-02,174,30,14,2
2015-05-03,174,NA,NA,NA
2015-05-04,174,63,33,7
2015-05-05,174,NA,NA,NA
2015-05-06,174,26,10,3
2015-05-07,174,NA,NA,NA
2015-05-08,174,29,8,3
2015-05-09,174,NA,NA,NA
2015-05-10,174,NA,NA,NA
2015-05-11,174,36,10,2
2015-05-12,174,NA,NA,NA
2015-05-13,174,NA,NA,NA
2015-05-14,174,64,25,8
2015-05-15,174,22,10,2
2015-05-16,174,65,22,5
2015-05-17,174,50,21,6
2015-05-18,174,66,26,9
2015-05-19,174,42,18,4
2015-05-20,174,67,30,7
2015-05-21,174,NA,NA,NA
2015-05-22,174,60,21,8
2015-05-23,174,NA,NA,NA
2015-05-24,174,54,16,4
2015-05-25,174,48,16,3
2015-05-26,174,65,27,6
2015-05-27,174,47,22,6
2015-05-28,174,32,14,4
2015-05-29,174,NA,NA,NA
2015-05-30,174,58,22,4
2015-05-31,174,55,17,3
2015-06-01,174,NA,NA,NA
2015-06-02,174,57,18,4
2015-06-03,174,48,18,4
2015-06-04,174,27,10,2
2015-06-05,174,NA,NA,NA
2015-06-06,174,NA,NA,NA
2015-06-07,174,65,33,8
2015-06-08,174,24,10,2
2015-06-09,174,34,13,2
2015-06-10,174,46,15,5
2015-06-11,174,34,10,4
2015-06-12,174,24,7,1
2015-06-13,174,NA,NA,NA
2015-06-14,174,NA,NA,NA
2015-06-15,174,24,9,1
2015-06-16,174,NA,NA,NA
2015-06-17,174,60,21,5
2015-06-18,174,72,38,5
2015-06-19,174,NA,NA,NA
2015-06-20,174,68,28,8
2015-06-21,174,NA,NA,NA
2015-06-22,174,33,17,5
2015-06-23,174,39,14,2
2015-06-24,174,36,11,2
2015-06-25,174,NA,NA,NA
2015-06-26,174,30,8,2
2015-06-27,174,24,10,2
2015-06-28,174,70,26,8
2015-06-29,174,57,24,7
2015-06-30,174,64,32,5
2015-07-01,174,NA,NA,NA
2015-07-02,174,44,13,3
2015-07-03,174,25,11,1
2015-07-04,174,40,11,1
2015-07-05,174,35,13,4
2015-07-06,174,NA,NA,NA
2015-07-07,174,65,34,12
2015-07-08,174,NA,NA,NA
2015-07-09,174,NA,NA,NA
2015-07-10,174,21,8,3
2015-07-11,174,NA,NA,NA
2015-07-12,174,41,12,2
2015-07-13,174,70,31,5
2015-07-14,174,66,23,5
2015-07-15,174,33,12,4
2015-07-16,174,66,21,7
2015-07-17,174,38,12,4
2015-07-18,174,58,23,3
2015-07-19,174,48,22,4
2015-07-20,174,36,17,3
2015-07-21,174,21,9,1
2015-07-22,174,36,11,3
2015-07-23,174,NA,NA,NA
2015-07-24,174,68,28,4
2015-07-25,174,66,27,8
2015-07-26,174,NA,NA,NA
2015-07-27,174,73,26,10
2015-07-28,174,NA,NA,NA
2015-07-29,174,68,21,3
2015-07-30,174,58,18,6
2015-07-31,174,56,20,3
2015-08-01,174,73,38,6
2015-08-02,174,27,8,2
2015-08-03,174,NA,NA,NA
2015-08-04,174,65,32,10
2015-08-05,174,57,16,5
2015-08-06,174,NA,NA,NA
2015-08-07,174,66,28,8
2015-08-08,174,47,18,5
2015-08-09,174,58,21,5
2015-08-10,174,47,20,4
2015-08-11,174,60,23,5
2015-08-12,174,48,17,5
2015-08-13,174,26,12,2
2015-08-14,174,61,19,4
2015-08-15,174,58,21,4
2015-08-16,174,33,17,5
2015-08-17,174,NA,NA,NA
2015-08-18,174,48,18,5
2015-08-19,174,26,11,2
2015-08-20,174,NA,NA,NA
2015-08-21,174,72,25,4
2015-08-22,174,49,25,9
2015-08-23,174,38,19,3
2015-08-24,174,NA,NA,NA
2015-08-25,174,42,21,7
2015-08-26,174,63,30,4
2015-08-27,174,22,7,2
2015-08-28,174,40,13,3
2015-08-29,174,NA,NA,NA
2015-08-30,174,NA,NA,NA
2015-08-31,174,NA,NA,NA
2015-09-01,174,72,22,7
2015-09-02,174,44,16,3
2015-09-03,174,NA,NA,NA
2015-09-04,174,67,20,7
2015-09-05,174,NA,NA,NA
2015-09-06,174,71,26,5
2015-09-07,174,32,16,6
2015-09-08,174,60,22,5
2015-09-09,174,NA,NA,NA
2015-09-10,174,67,24,6
2015-09-11,174,57,22,5
2015-09-12,174,47,16,3
2015-09-13,174,46,18,7
2015-09-14,174,27,8,3
2015-09-15,174,27,8,2
2015-09-16,174,21,10,2
2015-09-17,174,65,26,5
2015-09-18,174,NA,NA,NA
2015-09-19,174,28,8,3
2015-09-20,174,NA,NA,NA
2015-09-21,174,27,13,2
2015-09-22,174,48,24,7
2015-09-23,174,47,21,5
2015-09-24,174,23,11,3
2015-09-25,174,21,8,2
2015-09-26,174,39,16,4
2015-09-27,174,47,21,7
2015-09-28,174,NA,NA,NA
2015-09-29,174,NA,NA,NA
2015-09-30,174,26,10,1
2015-10-01,174,NA,NA,NA
2015-10-02,174,33,14,5
2015-10-03,174,42,13,2
2015-10-04,174,NA,NA,NA
2015-10-05,174,NA,NA,NA
2015-10-06,174,40,11,3
2015-10-07,174,NA,NA,NA
2015-10-08,174,23,7,2
2015-10-09,174,35,12,1
2015-10-10,174,NA,NA,NA
2015-10-11,174,42,17,4
2015-10-12,174,NA,NA,NA
2015-10-13,174,25,12,4
2015-10-14,174,22,10,1
2015-10-15,174,NA,NA,NA
2015-10-16,174,28,13,3
2015-10-17,174,30,11,1
2015-10-18,174,70,34,8
2015-10-19,174,NA,NA,NA
2015-10-20,174,35,15,2
2015-10-21,174,NA,NA,NA
2015-10-22,174,65,20,5
2015-10-23,174,61,27,8
2015-10-24,174,NA,NA,NA
2015-10-25,174,NA,NA,NA
2015-10-26,174,57,23,6
2015-10-27,174,49,22,6
2015-10-28,174,26,10,2
2015-10-29,174,NA,NA,NA
2015-10-30,174,41,12,3
2015-10-31,174,NA,NA,NA
2015-11-01,174,35,12,4
2015-11-02,174,NA,NA,NA
2015-11-03,174,61,27,4
2015-11-04,174,NA,NA,NA
2015-11-05,174,55,26,10
2015-11-06,174,47,23,7
2015-11-07,174,68,20,7
2015-11-08,174,62,31,6
2015-11-09,174,48,23,3
2015-11-10,174,27,12,1
2015-11-11,174,32,13,1
2015-11-12,174,63,31,12
2015-11-13,174,NA,NA,NA
2015-11-14,174,60,18,2
2015-11-15,174,72,32,7
2015-11-16,174,62,22,8
2015-11-17,174,35,11,2
2015-11-18,174,52,16,4
2015-11-19,174,46,21,5
2015-11-20,174,21,7,1
2015-11-21,174,55,17,3
2015-11-22,174,72,23,4
2015-11-23,174,24,9,2
2015-11-24,174,NA,NA,NA
2015-11-25,174,NA,NA,NA
2015-11-26,174,51,15,5
2015-11-27,174,53,15,4
2015-11-28,174,50,18,2
2015-11-29,174,44,16,2
2015-11-30,174,NA,NA,NA
2015-12-01,174,25,10,2
2015-12-02,174,61,29,9
2015-12-03,174,42,16,4
2015-12-04,174,73,24,6
2015-12-05,174,56,18,3
2015-12-06,174,40,14,4
2015-12-07,174,35,11,3
2015-12-08,174,22,11,2
2015-12-09,174,47,17,5
2015-12-10,174,21,6,1
2015-12-11,174,65,19,5
2015-12-12,174,26,7,2
2015-12-13,174,34,9,2
2015-12-14,174,25,9,2
2015-12-15,174,20,8,2
2015-12-16,174,22,8,3
2015-12-17,174,64,31,10
2015-12-18,174,NA,NA,NA
2015-12-19,174,37,18,6
2015-12-20,174,59,17,6
2015-12-21,174,NA,NA,NA
2015-12-22,174,NA,NA,NA
2015-12-23,174,20,8,2
2015-12-24,174,29,9,2
2015-12-25,174,NA,NA,NA
2015-12-26,174,61,22,3
2015-12-27,174,39,17,6
2015-12-28,174,55,19,6
2015-12-29,174,25,9,1
2015-12-30,174,66,32,10
2015-12-31,174,28,8,2
2016-01-01,174,NA,NA,NA
2016-01-02,174,52,26,7
2016-01-03,174,69,30,5
2016-01-04,174,71,31,8
2016-01-05,174,35,17,3
2016-01-06,174,22,7,1
2016-01-07,174,72,29,5
2016-01-08,174,67,21,8
2016-01-09,174,49,20,5
2016-01-10,174,23,8,1
2016-01-11,174,50,15,5
2016-01-12,174,32,15,3
2016-01-13,174,33,15,5
2016-01-14,174,NA,NA,NA
2016-01-15,174,32,9,2
2016-01-16,174,50,22,8
2016-01-17,174,37,15,3
2016-01-18,174,24,8,2
2016-01-19,174,23,11,3
2016-01-20,174,62,19,6
2016-01-21,174,35,12,3
2016-01-22,174,NA,NA,NA
2016-01-23,174,NA,NA,NA
2016-01-24,174,22,7,1
2016-01-25,174,59,27,7
2016-01-26,174,49,14,5
2016-01-27,174,52,26,4
