"date","id","totalCalls","answeredCalls","sales"
2015-01-01,93,NA,NA,NA
2015-01-02,93,62,24,3
2015-01-03,93,NA,NA,NA
2015-01-04,93,NA,NA,NA
2015-01-05,93,46,6,1
2015-01-06,93,NA,NA,NA
2015-01-07,93,NA,NA,NA
2015-01-08,93,NA,NA,NA
2015-01-09,93,NA,NA,NA
2015-01-10,93,NA,NA,NA
2015-01-11,93,31,9,2
2015-01-12,93,NA,NA,NA
2015-01-13,93,49,21,1
2015-01-14,93,NA,NA,NA
2015-01-15,93,30,7,1
2015-01-16,93,NA,NA,NA
2015-01-17,93,NA,NA,NA
2015-01-18,93,NA,NA,NA
2015-01-19,93,47,17,1
2015-01-20,93,NA,NA,NA
2015-01-21,93,NA,NA,NA
2015-01-22,93,33,6,1
2015-01-23,93,NA,NA,NA
2015-01-24,93,NA,NA,NA
2015-01-25,93,NA,NA,NA
2015-01-26,93,43,17,4
2015-01-27,93,57,9,0
2015-01-28,93,47,6,0
2015-01-29,93,31,4,1
2015-01-30,93,46,15,2
2015-01-31,93,NA,NA,NA
2015-02-01,93,NA,NA,NA
2015-02-02,93,NA,NA,NA
2015-02-03,93,NA,NA,NA
2015-02-04,93,53,23,2
2015-02-05,93,58,8,1
2015-02-06,93,62,26,2
2015-02-07,93,NA,NA,NA
2015-02-08,93,NA,NA,NA
2015-02-09,93,NA,NA,NA
2015-02-10,93,NA,NA,NA
2015-02-11,93,NA,NA,NA
2015-02-12,93,NA,NA,NA
2015-02-13,93,43,18,1
2015-02-14,93,NA,NA,NA
2015-02-15,93,50,23,5
2015-02-16,93,56,9,1
2015-02-17,93,NA,NA,NA
2015-02-18,93,55,13,0
2015-02-19,93,NA,NA,NA
2015-02-20,93,37,15,3
2015-02-21,93,NA,NA,NA
2015-02-22,93,53,22,4
2015-02-23,93,NA,NA,NA
2015-02-24,93,NA,NA,NA
2015-02-25,93,NA,NA,NA
2015-02-26,93,NA,NA,NA
2015-02-27,93,64,25,2
2015-02-28,93,49,18,2
2015-03-01,93,NA,NA,NA
2015-03-02,93,38,9,0
2015-03-03,93,NA,NA,NA
2015-03-04,93,NA,NA,NA
2015-03-05,93,NA,NA,NA
2015-03-06,93,53,22,5
2015-03-07,93,55,16,1
2015-03-08,93,NA,NA,NA
2015-03-09,93,NA,NA,NA
2015-03-10,93,NA,NA,NA
2015-03-11,93,NA,NA,NA
2015-03-12,93,39,6,0
2015-03-13,93,NA,NA,NA
2015-03-14,93,NA,NA,NA
2015-03-15,93,NA,NA,NA
2015-03-16,93,NA,NA,NA
2015-03-17,93,47,12,1
2015-03-18,93,36,17,3
2015-03-19,93,NA,NA,NA
2015-03-20,93,33,8,0
2015-03-21,93,48,15,2
2015-03-22,93,NA,NA,NA
2015-03-23,93,NA,NA,NA
2015-03-24,93,56,6,1
2015-03-25,93,NA,NA,NA
2015-03-26,93,35,7,0
2015-03-27,93,50,18,4
2015-03-28,93,NA,NA,NA
2015-03-29,93,45,21,5
2015-03-30,93,30,7,1
2015-03-31,93,NA,NA,NA
2015-04-01,93,NA,NA,NA
2015-04-02,93,NA,NA,NA
2015-04-03,93,64,22,3
2015-04-04,93,NA,NA,NA
2015-04-05,93,NA,NA,NA
2015-04-06,93,NA,NA,NA
2015-04-07,93,NA,NA,NA
2015-04-08,93,NA,NA,NA
2015-04-09,93,41,17,3
2015-04-10,93,56,24,5
2015-04-11,93,NA,NA,NA
2015-04-12,93,54,24,2
2015-04-13,93,NA,NA,NA
2015-04-14,93,NA,NA,NA
2015-04-15,93,44,7,1
2015-04-16,93,NA,NA,NA
2015-04-17,93,NA,NA,NA
2015-04-18,93,41,13,1
2015-04-19,93,NA,NA,NA
2015-04-20,93,40,6,1
2015-04-21,93,NA,NA,NA
2015-04-22,93,31,8,1
2015-04-23,93,NA,NA,NA
2015-04-24,93,29,4,0
2015-04-25,93,42,14,3
2015-04-26,93,32,4,0
2015-04-27,93,NA,NA,NA
2015-04-28,93,43,6,0
2015-04-29,93,NA,NA,NA
2015-04-30,93,NA,NA,NA
2015-05-01,93,NA,NA,NA
2015-05-02,93,47,9,2
2015-05-03,93,NA,NA,NA
2015-05-04,93,NA,NA,NA
2015-05-05,93,NA,NA,NA
2015-05-06,93,NA,NA,NA
2015-05-07,93,30,13,1
2015-05-08,93,NA,NA,NA
2015-05-09,93,34,12,2
2015-05-10,93,48,10,1
2015-05-11,93,30,3,0
2015-05-12,93,33,16,1
2015-05-13,93,NA,NA,NA
2015-05-14,93,31,8,0
2015-05-15,93,54,23,3
2015-05-16,93,NA,NA,NA
2015-05-17,93,NA,NA,NA
2015-05-18,93,37,15,2
2015-05-19,93,64,16,2
2015-05-20,93,41,11,0
2015-05-21,93,34,11,1
2015-05-22,93,NA,NA,NA
2015-05-23,93,NA,NA,NA
2015-05-24,93,33,3,0
2015-05-25,93,NA,NA,NA
2015-05-26,93,NA,NA,NA
2015-05-27,93,NA,NA,NA
2015-05-28,93,NA,NA,NA
2015-05-29,93,52,10,1
2015-05-30,93,NA,NA,NA
2015-05-31,93,NA,NA,NA
2015-06-01,93,62,6,1
2015-06-02,93,47,7,1
2015-06-03,93,52,14,2
2015-06-04,93,58,28,6
2015-06-05,93,47,11,1
2015-06-06,93,57,7,0
2015-06-07,93,56,21,1
2015-06-08,93,NA,NA,NA
2015-06-09,93,53,16,3
2015-06-10,93,NA,NA,NA
2015-06-11,93,NA,NA,NA
2015-06-12,93,55,8,1
2015-06-13,93,NA,NA,NA
2015-06-14,93,NA,NA,NA
2015-06-15,93,62,20,2
2015-06-16,93,29,6,1
2015-06-17,93,49,9,0
2015-06-18,93,NA,NA,NA
2015-06-19,93,42,6,1
2015-06-20,93,33,12,0
2015-06-21,93,29,13,3
2015-06-22,93,NA,NA,NA
2015-06-23,93,58,7,0
2015-06-24,93,NA,NA,NA
2015-06-25,93,NA,NA,NA
2015-06-26,93,NA,NA,NA
2015-06-27,93,58,15,3
2015-06-28,93,56,18,3
2015-06-29,93,59,19,2
2015-06-30,93,55,14,3
2015-07-01,93,55,17,2
2015-07-02,93,NA,NA,NA
2015-07-03,93,52,17,1
2015-07-04,93,NA,NA,NA
2015-07-05,93,NA,NA,NA
2015-07-06,93,49,14,1
2015-07-07,93,NA,NA,NA
2015-07-08,93,34,10,2
2015-07-09,93,48,7,1
2015-07-10,93,NA,NA,NA
2015-07-11,93,49,17,4
2015-07-12,93,NA,NA,NA
2015-07-13,93,NA,NA,NA
2015-07-14,93,30,12,1
2015-07-15,93,52,14,2
2015-07-16,93,33,10,2
2015-07-17,93,29,13,1
2015-07-18,93,53,6,1
2015-07-19,93,NA,NA,NA
2015-07-20,93,61,28,6
2015-07-21,93,45,15,2
2015-07-22,93,NA,NA,NA
2015-07-23,93,46,8,2
2015-07-24,93,53,24,4
2015-07-25,93,NA,NA,NA
2015-07-26,93,NA,NA,NA
2015-07-27,93,61,10,0
2015-07-28,93,63,21,5
2015-07-29,93,NA,NA,NA
2015-07-30,93,54,23,6
2015-07-31,93,64,9,2
2015-08-01,93,50,24,4
2015-08-02,93,NA,NA,NA
2015-08-03,93,33,7,1
2015-08-04,93,39,19,4
2015-08-05,93,NA,NA,NA
2015-08-06,93,NA,NA,NA
2015-08-07,93,NA,NA,NA
2015-08-08,93,35,12,0
2015-08-09,93,NA,NA,NA
2015-08-10,93,NA,NA,NA
2015-08-11,93,NA,NA,NA
2015-08-12,93,39,16,1
2015-08-13,93,NA,NA,NA
2015-08-14,93,45,19,1
2015-08-15,93,55,21,3
2015-08-16,93,NA,NA,NA
2015-08-17,93,63,16,2
2015-08-18,93,61,15,3
2015-08-19,93,NA,NA,NA
2015-08-20,93,61,16,3
2015-08-21,93,NA,NA,NA
2015-08-22,93,56,23,4
2015-08-23,93,NA,NA,NA
2015-08-24,93,51,19,3
2015-08-25,93,50,16,1
2015-08-26,93,NA,NA,NA
2015-08-27,93,31,6,0
2015-08-28,93,NA,NA,NA
2015-08-29,93,60,25,4
2015-08-30,93,39,13,1
2015-08-31,93,43,18,3
2015-09-01,93,38,9,1
2015-09-02,93,NA,NA,NA
2015-09-03,93,61,22,4
2015-09-04,93,48,8,2
2015-09-05,93,NA,NA,NA
2015-09-06,93,NA,NA,NA
2015-09-07,93,44,12,3
2015-09-08,93,NA,NA,NA
2015-09-09,93,34,13,2
2015-09-10,93,NA,NA,NA
2015-09-11,93,42,6,1
2015-09-12,93,43,18,1
2015-09-13,93,NA,NA,NA
2015-09-14,93,NA,NA,NA
2015-09-15,93,59,20,3
2015-09-16,93,50,7,0
2015-09-17,93,63,23,4
2015-09-18,93,57,17,3
2015-09-19,93,NA,NA,NA
2015-09-20,93,NA,NA,NA
2015-09-21,93,52,19,1
2015-09-22,93,NA,NA,NA
2015-09-23,93,NA,NA,NA
2015-09-24,93,NA,NA,NA
2015-09-25,93,34,4,0
2015-09-26,93,NA,NA,NA
2015-09-27,93,63,13,3
2015-09-28,93,61,16,3
2015-09-29,93,31,11,2
2015-09-30,93,60,20,2
2015-10-01,93,57,23,5
2015-10-02,93,62,25,3
2015-10-03,93,NA,NA,NA
2015-10-04,93,NA,NA,NA
2015-10-05,93,49,18,4
2015-10-06,93,NA,NA,NA
2015-10-07,93,43,9,1
2015-10-08,93,NA,NA,NA
2015-10-09,93,54,20,2
2015-10-10,93,36,6,0
2015-10-11,93,34,5,0
2015-10-12,93,57,24,5
2015-10-13,93,60,13,2
2015-10-14,93,NA,NA,NA
2015-10-15,93,NA,NA,NA
2015-10-16,93,NA,NA,NA
2015-10-17,93,NA,NA,NA
2015-10-18,93,NA,NA,NA
2015-10-19,93,45,18,4
2015-10-20,93,30,7,1
2015-10-21,93,NA,NA,NA
2015-10-22,93,44,14,3
2015-10-23,93,44,14,3
2015-10-24,93,48,20,3
2015-10-25,93,64,11,2
2015-10-26,93,32,6,1
2015-10-27,93,NA,NA,NA
2015-10-28,93,NA,NA,NA
2015-10-29,93,NA,NA,NA
2015-10-30,93,62,21,1
2015-10-31,93,53,6,1
2015-11-01,93,47,10,1
2015-11-02,93,NA,NA,NA
2015-11-03,93,NA,NA,NA
2015-11-04,93,49,13,1
2015-11-05,93,NA,NA,NA
2015-11-06,93,NA,NA,NA
2015-11-07,93,62,24,5
2015-11-08,93,NA,NA,NA
2015-11-09,93,63,31,5
2015-11-10,93,48,8,0
2015-11-11,93,49,20,5
2015-11-12,93,35,6,0
2015-11-13,93,40,9,1
2015-11-14,93,NA,NA,NA
2015-11-15,93,NA,NA,NA
2015-11-16,93,51,5,0
2015-11-17,93,36,16,4
2015-11-18,93,NA,NA,NA
2015-11-19,93,47,15,2
2015-11-20,93,58,14,3
2015-11-21,93,35,15,1
2015-11-22,93,NA,NA,NA
2015-11-23,93,43,5,0
2015-11-24,93,NA,NA,NA
2015-11-25,93,NA,NA,NA
2015-11-26,93,33,16,3
2015-11-27,93,NA,NA,NA
2015-11-28,93,NA,NA,NA
2015-11-29,93,34,12,0
2015-11-30,93,NA,NA,NA
2015-12-01,93,58,22,1
2015-12-02,93,34,5,1
2015-12-03,93,59,13,0
2015-12-04,93,NA,NA,NA
2015-12-05,93,NA,NA,NA
2015-12-06,93,58,26,7
2015-12-07,93,NA,NA,NA
2015-12-08,93,NA,NA,NA
2015-12-09,93,NA,NA,NA
2015-12-10,93,46,17,2
2015-12-11,93,59,8,0
2015-12-12,93,41,18,3
2015-12-13,93,30,10,1
2015-12-14,93,NA,NA,NA
2015-12-15,93,51,7,1
2015-12-16,93,NA,NA,NA
2015-12-17,93,50,22,4
2015-12-18,93,40,9,1
2015-12-19,93,42,13,2
2015-12-20,93,NA,NA,NA
2015-12-21,93,NA,NA,NA
2015-12-22,93,NA,NA,NA
2015-12-23,93,58,8,1
2015-12-24,93,NA,NA,NA
2015-12-25,93,33,15,2
2015-12-26,93,33,11,2
2015-12-27,93,52,18,1
2015-12-28,93,30,8,2
2015-12-29,93,58,14,1
2015-12-30,93,35,10,1
2015-12-31,93,63,24,4
2016-01-01,93,55,19,1
2016-01-02,93,43,21,2
2016-01-03,93,NA,NA,NA
2016-01-04,93,NA,NA,NA
2016-01-05,93,32,15,2
2016-01-06,93,31,11,2
2016-01-07,93,42,7,0
2016-01-08,93,NA,NA,NA
2016-01-09,93,NA,NA,NA
2016-01-10,93,NA,NA,NA
2016-01-11,93,51,14,2
2016-01-12,93,62,16,2
2016-01-13,93,NA,NA,NA
2016-01-14,93,NA,NA,NA
2016-01-15,93,NA,NA,NA
2016-01-16,93,NA,NA,NA
2016-01-17,93,NA,NA,NA
2016-01-18,93,57,22,3
2016-01-19,93,37,15,2
2016-01-20,93,NA,NA,NA
2016-01-21,93,NA,NA,NA
2016-01-22,93,32,9,2
2016-01-23,93,NA,NA,NA
2016-01-24,93,40,11,1
2016-01-25,93,NA,NA,NA
2016-01-26,93,NA,NA,NA
2016-01-27,93,47,8,2
2016-01-28,93,NA,NA,NA
2016-01-29,93,NA,NA,NA
2016-01-30,93,58,6,0
2016-01-31,93,NA,NA,NA
2016-02-01,93,NA,NA,NA
2016-02-02,93,42,20,3
2016-02-03,93,NA,NA,NA
2016-02-04,93,NA,NA,NA
2016-02-05,93,40,4,1
2016-02-06,93,NA,NA,NA
2016-02-07,93,NA,NA,NA
2016-02-08,93,NA,NA,NA
2016-02-09,93,NA,NA,NA
2016-02-10,93,30,9,2
2016-02-11,93,59,19,4
2016-02-12,93,36,7,1
2016-02-13,93,33,12,0
2016-02-14,93,43,20,1
2016-02-15,93,46,15,0
2016-02-16,93,NA,NA,NA
2016-02-17,93,NA,NA,NA
2016-02-18,93,40,7,1
2016-02-19,93,56,12,1
2016-02-20,93,NA,NA,NA
2016-02-21,93,42,17,2
2016-02-22,93,NA,NA,NA
2016-02-23,93,NA,NA,NA
2016-02-24,93,49,8,1
2016-02-25,93,61,29,4
2016-02-26,93,29,8,1
2016-02-27,93,NA,NA,NA
2016-02-28,93,35,5,1
2016-02-29,93,NA,NA,NA
2016-03-01,93,29,10,1
2016-03-02,93,45,14,1
2016-03-03,93,NA,NA,NA
2016-03-04,93,NA,NA,NA
2016-03-05,93,NA,NA,NA
