"date","id","totalCalls","answeredCalls","sales"
2015-01-01,108,71,34,6
2015-01-02,108,42,19,3
2015-01-03,108,44,13,2
2015-01-04,108,60,17,4
2015-01-05,108,27,12,3
2015-01-06,108,NA,NA,NA
2015-01-07,108,NA,NA,NA
2015-01-08,108,21,11,2
2015-01-09,108,60,26,8
2015-01-10,108,NA,NA,NA
2015-01-11,108,28,10,1
2015-01-12,108,70,20,6
2015-01-13,108,60,26,9
2015-01-14,108,45,18,4
2015-01-15,108,NA,NA,NA
2015-01-16,108,35,14,2
2015-01-17,108,55,24,6
2015-01-18,108,NA,NA,NA
2015-01-19,108,62,20,7
2015-01-20,108,NA,NA,NA
2015-01-21,108,33,13,1
2015-01-22,108,27,9,3
2015-01-23,108,NA,NA,NA
2015-01-24,108,40,14,4
2015-01-25,108,24,10,1
2015-01-26,108,30,11,1
2015-01-27,108,NA,NA,NA
2015-01-28,108,NA,NA,NA
2015-01-29,108,NA,NA,NA
2015-01-30,108,29,14,2
2015-01-31,108,37,10,1
2015-02-01,108,61,27,7
2015-02-02,108,NA,NA,NA
2015-02-03,108,49,19,2
2015-02-04,108,50,21,3
2015-02-05,108,NA,NA,NA
2015-02-06,108,39,13,4
2015-02-07,108,NA,NA,NA
2015-02-08,108,NA,NA,NA
2015-02-09,108,64,21,6
2015-02-10,108,40,17,3
2015-02-11,108,NA,NA,NA
2015-02-12,108,NA,NA,NA
2015-02-13,108,59,17,3
2015-02-14,108,21,9,3
2015-02-15,108,29,14,5
2015-02-16,108,21,9,3
2015-02-17,108,NA,NA,NA
2015-02-18,108,41,19,5
2015-02-19,108,NA,NA,NA
2015-02-20,108,51,22,8
2015-02-21,108,NA,NA,NA
2015-02-22,108,24,10,3
2015-02-23,108,36,15,2
2015-02-24,108,44,18,5
2015-02-25,108,73,24,4
2015-02-26,108,46,14,3
2015-02-27,108,45,15,2
2015-02-28,108,45,19,3
2015-03-01,108,NA,NA,NA
2015-03-02,108,43,13,2
2015-03-03,108,37,17,3
2015-03-04,108,NA,NA,NA
2015-03-05,108,48,18,6
2015-03-06,108,NA,NA,NA
2015-03-07,108,NA,NA,NA
2015-03-08,108,NA,NA,NA
2015-03-09,108,66,31,7
2015-03-10,108,NA,NA,NA
2015-03-11,108,54,28,6
2015-03-12,108,NA,NA,NA
2015-03-13,108,66,24,6
2015-03-14,108,26,12,1
2015-03-15,108,61,23,7
2015-03-16,108,56,27,6
2015-03-17,108,NA,NA,NA
2015-03-18,108,NA,NA,NA
2015-03-19,108,44,16,5
2015-03-20,108,47,15,4
2015-03-21,108,NA,NA,NA
2015-03-22,108,40,13,4
2015-03-23,108,NA,NA,NA
2015-03-24,108,NA,NA,NA
2015-03-25,108,49,17,4
2015-03-26,108,61,23,8
2015-03-27,108,29,9,1
2015-03-28,108,22,9,3
2015-03-29,108,20,9,2
2015-03-30,108,NA,NA,NA
2015-03-31,108,56,18,7
2015-04-01,108,53,16,2
2015-04-02,108,NA,NA,NA
2015-04-03,108,55,20,4
2015-04-04,108,NA,NA,NA
2015-04-05,108,41,13,2
2015-04-06,108,NA,NA,NA
2015-04-07,108,38,19,6
2015-04-08,108,59,22,7
2015-04-09,108,NA,NA,NA
2015-04-10,108,34,13,3
2015-04-11,108,NA,NA,NA
2015-04-12,108,NA,NA,NA
2015-04-13,108,37,14,3
2015-04-14,108,NA,NA,NA
2015-04-15,108,NA,NA,NA
2015-04-16,108,38,20,2
2015-04-17,108,NA,NA,NA
2015-04-18,108,NA,NA,NA
2015-04-19,108,48,16,4
2015-04-20,108,NA,NA,NA
2015-04-21,108,27,12,3
2015-04-22,108,29,14,3
2015-04-23,108,60,19,5
2015-04-24,108,61,27,7
2015-04-25,108,42,18,3
2015-04-26,108,62,23,3
2015-04-27,108,61,30,11
2015-04-28,108,69,24,5
2015-04-29,108,61,24,6
2015-04-30,108,NA,NA,NA
2015-05-01,108,NA,NA,NA
2015-05-02,108,68,35,7
2015-05-03,108,NA,NA,NA
2015-05-04,108,44,13,4
2015-05-05,108,NA,NA,NA
2015-05-06,108,NA,NA,NA
2015-05-07,108,66,33,10
2015-05-08,108,48,24,7
2015-05-09,108,58,22,7
2015-05-10,108,66,20,5
2015-05-11,108,52,21,6
2015-05-12,108,NA,NA,NA
2015-05-13,108,53,24,9
2015-05-14,108,NA,NA,NA
2015-05-15,108,65,27,5
2015-05-16,108,34,17,6
2015-05-17,108,46,23,5
2015-05-18,108,52,19,6
2015-05-19,108,NA,NA,NA
2015-05-20,108,72,24,4
2015-05-21,108,61,21,7
2015-05-22,108,28,9,1
2015-05-23,108,38,12,4
2015-05-24,108,24,9,2
2015-05-25,108,NA,NA,NA
2015-05-26,108,NA,NA,NA
2015-05-27,108,NA,NA,NA
2015-05-28,108,52,20,7
2015-05-29,108,25,10,1
2015-05-30,108,NA,NA,NA
2015-05-31,108,34,10,2
2015-06-01,108,66,32,7
2015-06-02,108,45,13,3
2015-06-03,108,NA,NA,NA
2015-06-04,108,25,7,1
2015-06-05,108,33,12,3
2015-06-06,108,65,28,11
2015-06-07,108,NA,NA,NA
2015-06-08,108,35,10,3
2015-06-09,108,41,17,5
2015-06-10,108,71,37,12
2015-06-11,108,NA,NA,NA
2015-06-12,108,NA,NA,NA
2015-06-13,108,NA,NA,NA
2015-06-14,108,30,14,4
2015-06-15,108,NA,NA,NA
2015-06-16,108,NA,NA,NA
2015-06-17,108,NA,NA,NA
2015-06-18,108,53,21,4
2015-06-19,108,NA,NA,NA
2015-06-20,108,27,11,4
2015-06-21,108,53,20,7
2015-06-22,108,NA,NA,NA
