"date","id","totalCalls","answeredCalls","sales"
2015-01-01,95,NA,NA,NA
2015-01-02,95,46,26,7
2015-01-03,95,29,5,1
2015-01-04,95,32,14,1
2015-01-05,95,39,9,1
2015-01-06,95,NA,NA,NA
2015-01-07,95,35,6,1
2015-01-08,95,NA,NA,NA
2015-01-09,95,20,3,0
2015-01-10,95,NA,NA,NA
2015-01-11,95,23,4,1
2015-01-12,95,NA,NA,NA
2015-01-13,95,NA,NA,NA
2015-01-14,95,NA,NA,NA
2015-01-15,95,NA,NA,NA
2015-01-16,95,NA,NA,NA
2015-01-17,95,16,6,2
2015-01-18,95,40,14,5
2015-01-19,95,49,24,7
2015-01-20,95,27,4,0
2015-01-21,95,34,16,3
2015-01-22,95,NA,NA,NA
2015-01-23,95,43,14,5
2015-01-24,95,17,4,1
2015-01-25,95,45,19,3
2015-01-26,95,NA,NA,NA
2015-01-27,95,NA,NA,NA
2015-01-28,95,NA,NA,NA
2015-01-29,95,NA,NA,NA
2015-01-30,95,NA,NA,NA
2015-01-31,95,NA,NA,NA
2015-02-01,95,27,8,2
2015-02-02,95,17,8,2
2015-02-03,95,NA,NA,NA
2015-02-04,95,15,4,1
2015-02-05,95,30,13,1
2015-02-06,95,NA,NA,NA
2015-02-07,95,NA,NA,NA
2015-02-08,95,NA,NA,NA
2015-02-09,95,49,12,1
2015-02-10,95,28,6,2
2015-02-11,95,37,8,2
2015-02-12,95,NA,NA,NA
2015-02-13,95,33,17,5
2015-02-14,95,42,13,5
2015-02-15,95,NA,NA,NA
2015-02-16,95,NA,NA,NA
2015-02-17,95,27,5,0
2015-02-18,95,NA,NA,NA
2015-02-19,95,NA,NA,NA
2015-02-20,95,25,10,3
2015-02-21,95,NA,NA,NA
2015-02-22,95,40,22,5
2015-02-23,95,NA,NA,NA
2015-02-24,95,34,17,4
2015-02-25,95,24,10,2
2015-02-26,95,NA,NA,NA
2015-02-27,95,38,10,3
2015-02-28,95,50,31,9
2015-03-01,95,NA,NA,NA
2015-03-02,95,NA,NA,NA
2015-03-03,95,NA,NA,NA
2015-03-04,95,NA,NA,NA
2015-03-05,95,44,25,8
2015-03-06,95,48,11,2
2015-03-07,95,NA,NA,NA
2015-03-08,95,15,3,0
2015-03-09,95,NA,NA,NA
2015-03-10,95,30,9,1
2015-03-11,95,NA,NA,NA
2015-03-12,95,45,16,5
2015-03-13,95,22,5,1
2015-03-14,95,NA,NA,NA
2015-03-15,95,NA,NA,NA
2015-03-16,95,48,13,2
2015-03-17,95,NA,NA,NA
2015-03-18,95,NA,NA,NA
2015-03-19,95,NA,NA,NA
2015-03-20,95,NA,NA,NA
2015-03-21,95,NA,NA,NA
2015-03-22,95,NA,NA,NA
2015-03-23,95,NA,NA,NA
2015-03-24,95,NA,NA,NA
2015-03-25,95,NA,NA,NA
2015-03-26,95,NA,NA,NA
2015-03-27,95,NA,NA,NA
2015-03-28,95,NA,NA,NA
2015-03-29,95,30,19,4
2015-03-30,95,NA,NA,NA
2015-03-31,95,30,9,1
2015-04-01,95,NA,NA,NA
2015-04-02,95,47,28,7
2015-04-03,95,NA,NA,NA
2015-04-04,95,45,27,8
2015-04-05,95,NA,NA,NA
2015-04-06,95,NA,NA,NA
2015-04-07,95,32,11,3
2015-04-08,95,NA,NA,NA
2015-04-09,95,23,10,3
2015-04-10,95,31,13,4
2015-04-11,95,43,18,6
2015-04-12,95,NA,NA,NA
2015-04-13,95,22,10,1
2015-04-14,95,NA,NA,NA
2015-04-15,95,NA,NA,NA
2015-04-16,95,29,8,1
2015-04-17,95,NA,NA,NA
2015-04-18,95,NA,NA,NA
2015-04-19,95,45,29,5
2015-04-20,95,NA,NA,NA
2015-04-21,95,17,8,1
2015-04-22,95,22,13,2
2015-04-23,95,NA,NA,NA
2015-04-24,95,49,11,2
2015-04-25,95,NA,NA,NA
2015-04-26,95,41,23,7
2015-04-27,95,17,3,0
2015-04-28,95,NA,NA,NA
2015-04-29,95,37,16,3
2015-04-30,95,27,5,1
2015-05-01,95,NA,NA,NA
2015-05-02,95,39,14,4
2015-05-03,95,NA,NA,NA
2015-05-04,95,NA,NA,NA
2015-05-05,95,41,11,3
2015-05-06,95,33,13,1
2015-05-07,95,NA,NA,NA
2015-05-08,95,39,6,1
2015-05-09,95,NA,NA,NA
2015-05-10,95,40,14,2
2015-05-11,95,19,6,0
2015-05-12,95,NA,NA,NA
2015-05-13,95,28,6,1
2015-05-14,95,NA,NA,NA
2015-05-15,95,48,23,7
2015-05-16,95,NA,NA,NA
2015-05-17,95,45,20,4
2015-05-18,95,NA,NA,NA
2015-05-19,95,16,7,1
2015-05-20,95,NA,NA,NA
2015-05-21,95,35,20,7
2015-05-22,95,17,3,0
2015-05-23,95,NA,NA,NA
2015-05-24,95,NA,NA,NA
2015-05-25,95,17,10,1
2015-05-26,95,NA,NA,NA
2015-05-27,95,NA,NA,NA
2015-05-28,95,NA,NA,NA
2015-05-29,95,42,8,1
2015-05-30,95,18,8,1
2015-05-31,95,47,25,4
2015-06-01,95,35,5,1
2015-06-02,95,50,31,6
2015-06-03,95,18,3,0
