"date","id","totalCalls","answeredCalls","sales"
2015-01-01,153,NA,NA,NA
2015-01-02,153,NA,NA,NA
2015-01-03,153,56,27,3
2015-01-04,153,NA,NA,NA
2015-01-05,153,68,31,5
2015-01-06,153,NA,NA,NA
2015-01-07,153,NA,NA,NA
2015-01-08,153,40,14,2
2015-01-09,153,84,29,4
2015-01-10,153,NA,NA,NA
2015-01-11,153,NA,NA,NA
2015-01-12,153,NA,NA,NA
2015-01-13,153,NA,NA,NA
2015-01-14,153,NA,NA,NA
2015-01-15,153,NA,NA,NA
2015-01-16,153,NA,NA,NA
2015-01-17,153,64,42,7
2015-01-18,153,NA,NA,NA
2015-01-19,153,63,26,4
2015-01-20,153,NA,NA,NA
2015-01-21,153,NA,NA,NA
2015-01-22,153,51,34,5
2015-01-23,153,NA,NA,NA
2015-01-24,153,NA,NA,NA
2015-01-25,153,NA,NA,NA
2015-01-26,153,NA,NA,NA
2015-01-27,153,NA,NA,NA
2015-01-28,153,61,27,3
2015-01-29,153,NA,NA,NA
2015-01-30,153,NA,NA,NA
2015-01-31,153,86,55,9
2015-02-01,153,NA,NA,NA
2015-02-02,153,59,28,4
2015-02-03,153,NA,NA,NA
2015-02-04,153,39,17,3
2015-02-05,153,NA,NA,NA
2015-02-06,153,NA,NA,NA
2015-02-07,153,NA,NA,NA
2015-02-08,153,NA,NA,NA
2015-02-09,153,NA,NA,NA
2015-02-10,153,NA,NA,NA
2015-02-11,153,NA,NA,NA
2015-02-12,153,57,30,4
2015-02-13,153,NA,NA,NA
2015-02-14,153,NA,NA,NA
2015-02-15,153,31,12,1
2015-02-16,153,NA,NA,NA
2015-02-17,153,NA,NA,NA
2015-02-18,153,NA,NA,NA
2015-02-19,153,NA,NA,NA
2015-02-20,153,NA,NA,NA
2015-02-21,153,29,8,1
2015-02-22,153,NA,NA,NA
2015-02-23,153,NA,NA,NA
2015-02-24,153,NA,NA,NA
2015-02-25,153,85,33,4
2015-02-26,153,45,16,2
2015-02-27,153,NA,NA,NA
2015-02-28,153,NA,NA,NA
2015-03-01,153,NA,NA,NA
2015-03-02,153,NA,NA,NA
2015-03-03,153,NA,NA,NA
2015-03-04,153,NA,NA,NA
2015-03-05,153,NA,NA,NA
2015-03-06,153,NA,NA,NA
2015-03-07,153,NA,NA,NA
2015-03-08,153,NA,NA,NA
2015-03-09,153,80,27,4
2015-03-10,153,NA,NA,NA
2015-03-11,153,51,21,3
2015-03-12,153,NA,NA,NA
2015-03-13,153,NA,NA,NA
2015-03-14,153,NA,NA,NA
2015-03-15,153,NA,NA,NA
2015-03-16,153,NA,NA,NA
2015-03-17,153,NA,NA,NA
2015-03-18,153,77,42,7
2015-03-19,153,NA,NA,NA
2015-03-20,153,NA,NA,NA
2015-03-21,153,37,15,2
2015-03-22,153,72,34,6
2015-03-23,153,87,41,6
2015-03-24,153,NA,NA,NA
2015-03-25,153,NA,NA,NA
2015-03-26,153,NA,NA,NA
2015-03-27,153,NA,NA,NA
2015-03-28,153,48,16,2
2015-03-29,153,67,24,4
2015-03-30,153,NA,NA,NA
2015-03-31,153,42,23,4
2015-04-01,153,86,46,8
2015-04-02,153,51,27,4
2015-04-03,153,NA,NA,NA
2015-04-04,153,NA,NA,NA
2015-04-05,153,30,9,1
2015-04-06,153,NA,NA,NA
2015-04-07,153,NA,NA,NA
2015-04-08,153,NA,NA,NA
2015-04-09,153,33,20,2
2015-04-10,153,80,34,4
2015-04-11,153,71,39,7
2015-04-12,153,65,43,6
2015-04-13,153,NA,NA,NA
2015-04-14,153,29,14,2
2015-04-15,153,NA,NA,NA
2015-04-16,153,NA,NA,NA
2015-04-17,153,46,19,2
2015-04-18,153,NA,NA,NA
2015-04-19,153,NA,NA,NA
2015-04-20,153,72,47,7
2015-04-21,153,84,37,5
2015-04-22,153,69,25,3
2015-04-23,153,NA,NA,NA
2015-04-24,153,NA,NA,NA
2015-04-25,153,61,29,5
2015-04-26,153,NA,NA,NA
2015-04-27,153,NA,NA,NA
2015-04-28,153,NA,NA,NA
2015-04-29,153,NA,NA,NA
2015-04-30,153,NA,NA,NA
2015-05-01,153,NA,NA,NA
2015-05-02,153,NA,NA,NA
2015-05-03,153,67,23,3
2015-05-04,153,NA,NA,NA
2015-05-05,153,NA,NA,NA
