"date","id","totalCalls","answeredCalls","sales"
2015-01-01,52,NA,NA,NA
2015-01-02,52,NA,NA,NA
2015-01-03,52,40,15,4
2015-01-04,52,66,31,11
2015-01-05,52,46,23,5
2015-01-06,52,49,17,5
2015-01-07,52,64,33,9
2015-01-08,52,NA,NA,NA
2015-01-09,52,45,14,5
2015-01-10,52,48,23,3
2015-01-11,52,NA,NA,NA
2015-01-12,52,NA,NA,NA
2015-01-13,52,40,19,5
2015-01-14,52,64,29,5
2015-01-15,52,51,21,2
2015-01-16,52,50,17,3
2015-01-17,52,30,11,2
2015-01-18,52,42,14,3
2015-01-19,52,50,15,4
2015-01-20,52,NA,NA,NA
2015-01-21,52,49,17,5
2015-01-22,52,69,27,5
2015-01-23,52,NA,NA,NA
2015-01-24,52,35,15,5
2015-01-25,52,NA,NA,NA
2015-01-26,52,NA,NA,NA
2015-01-27,52,69,36,5
2015-01-28,52,NA,NA,NA
2015-01-29,52,66,20,7
2015-01-30,52,40,19,7
2015-01-31,52,NA,NA,NA
2015-02-01,52,39,17,2
2015-02-02,52,NA,NA,NA
2015-02-03,52,NA,NA,NA
2015-02-04,52,34,13,4
2015-02-05,52,NA,NA,NA
2015-02-06,52,NA,NA,NA
2015-02-07,52,21,9,2
2015-02-08,52,39,18,7
2015-02-09,52,37,15,3
2015-02-10,52,NA,NA,NA
2015-02-11,52,NA,NA,NA
2015-02-12,52,72,23,8
2015-02-13,52,NA,NA,NA
2015-02-14,52,45,23,6
2015-02-15,52,67,21,6
2015-02-16,52,33,14,5
2015-02-17,52,NA,NA,NA
2015-02-18,52,NA,NA,NA
2015-02-19,52,NA,NA,NA
2015-02-20,52,46,15,3
2015-02-21,52,47,15,4
2015-02-22,52,34,16,2
2015-02-23,52,39,11,2
2015-02-24,52,NA,NA,NA
2015-02-25,52,NA,NA,NA
2015-02-26,52,38,16,4
2015-02-27,52,NA,NA,NA
2015-02-28,52,37,16,2
2015-03-01,52,NA,NA,NA
2015-03-02,52,43,13,2
2015-03-03,52,28,14,3
2015-03-04,52,54,26,7
2015-03-05,52,NA,NA,NA
2015-03-06,52,70,27,9
2015-03-07,52,26,8,3
2015-03-08,52,29,14,4
2015-03-09,52,NA,NA,NA
2015-03-10,52,NA,NA,NA
2015-03-11,52,57,27,8
2015-03-12,52,NA,NA,NA
2015-03-13,52,NA,NA,NA
2015-03-14,52,55,26,10
2015-03-15,52,NA,NA,NA
2015-03-16,52,NA,NA,NA
2015-03-17,52,61,21,7
2015-03-18,52,34,11,2
2015-03-19,52,NA,NA,NA
2015-03-20,52,62,19,3
2015-03-21,52,NA,NA,NA
2015-03-22,52,34,16,6
2015-03-23,52,NA,NA,NA
2015-03-24,52,NA,NA,NA
2015-03-25,52,42,16,2
2015-03-26,52,38,12,2
2015-03-27,52,64,29,8
2015-03-28,52,27,8,2
2015-03-29,52,60,22,8
2015-03-30,52,NA,NA,NA
2015-03-31,52,64,18,5
2015-04-01,52,28,9,1
2015-04-02,52,47,16,3
2015-04-03,52,53,27,4
2015-04-04,52,NA,NA,NA
2015-04-05,52,52,27,8
2015-04-06,52,NA,NA,NA
2015-04-07,52,69,34,7
2015-04-08,52,NA,NA,NA
2015-04-09,52,42,12,2
2015-04-10,52,51,17,5
2015-04-11,52,56,20,4
2015-04-12,52,42,13,3
2015-04-13,52,64,24,5
2015-04-14,52,36,16,3
2015-04-15,52,30,10,2
2015-04-16,52,NA,NA,NA
2015-04-17,52,NA,NA,NA
2015-04-18,52,49,19,6
2015-04-19,52,32,16,5
2015-04-20,52,NA,NA,NA
2015-04-21,52,NA,NA,NA
2015-04-22,52,56,21,6
2015-04-23,52,71,31,10
2015-04-24,52,NA,NA,NA
2015-04-25,52,37,13,3
2015-04-26,52,NA,NA,NA
2015-04-27,52,40,18,2
2015-04-28,52,NA,NA,NA
2015-04-29,52,NA,NA,NA
2015-04-30,52,NA,NA,NA
2015-05-01,52,24,10,2
2015-05-02,52,61,23,7
2015-05-03,52,NA,NA,NA
2015-05-04,52,32,10,3
2015-05-05,52,38,17,6
2015-05-06,52,59,31,11
2015-05-07,52,51,25,7
2015-05-08,52,37,16,3
2015-05-09,52,64,29,9
2015-05-10,52,NA,NA,NA
2015-05-11,52,NA,NA,NA
2015-05-12,52,NA,NA,NA
2015-05-13,52,39,17,2
2015-05-14,52,52,16,3
2015-05-15,52,NA,NA,NA
2015-05-16,52,55,24,7
2015-05-17,52,NA,NA,NA
2015-05-18,52,40,18,2
2015-05-19,52,45,13,3
2015-05-20,52,NA,NA,NA
2015-05-21,52,36,18,4
2015-05-22,52,46,19,3
2015-05-23,52,NA,NA,NA
2015-05-24,52,43,14,3
2015-05-25,52,38,16,5
2015-05-26,52,44,17,5
2015-05-27,52,56,20,3
2015-05-28,52,NA,NA,NA
2015-05-29,52,25,9,2
2015-05-30,52,50,19,7
2015-05-31,52,NA,NA,NA
2015-06-01,52,NA,NA,NA
2015-06-02,52,69,35,12
2015-06-03,52,32,9,2
2015-06-04,52,NA,NA,NA
2015-06-05,52,28,10,4
2015-06-06,52,66,27,6
2015-06-07,52,NA,NA,NA
2015-06-08,52,NA,NA,NA
2015-06-09,52,46,20,3
2015-06-10,52,45,22,5
2015-06-11,52,46,22,7
2015-06-12,52,NA,NA,NA
2015-06-13,52,40,14,5
2015-06-14,52,NA,NA,NA
2015-06-15,52,NA,NA,NA
2015-06-16,52,NA,NA,NA
2015-06-17,52,34,15,4
2015-06-18,52,NA,NA,NA
2015-06-19,52,55,18,3
2015-06-20,52,40,18,3
2015-06-21,52,36,12,2
2015-06-22,52,NA,NA,NA
2015-06-23,52,35,17,6
2015-06-24,52,NA,NA,NA
2015-06-25,52,26,9,1
2015-06-26,52,35,10,1
2015-06-27,52,25,7,1
