"date","id","totalCalls","answeredCalls","sales"
2015-01-01,31,NA,NA,NA
2015-01-02,31,26,13,2
2015-01-03,31,50,21,4
2015-01-04,31,53,24,5
2015-01-05,31,62,20,3
2015-01-06,31,24,11,1
2015-01-07,31,NA,NA,NA
2015-01-08,31,NA,NA,NA
2015-01-09,31,71,35,6
2015-01-10,31,NA,NA,NA
2015-01-11,31,40,18,4
2015-01-12,31,NA,NA,NA
2015-01-13,31,46,21,6
2015-01-14,31,NA,NA,NA
2015-01-15,31,NA,NA,NA
2015-01-16,31,NA,NA,NA
2015-01-17,31,NA,NA,NA
2015-01-18,31,NA,NA,NA
2015-01-19,31,21,6,2
2015-01-20,31,NA,NA,NA
2015-01-21,31,59,25,7
2015-01-22,31,68,22,8
2015-01-23,31,NA,NA,NA
2015-01-24,31,39,19,5
2015-01-25,31,NA,NA,NA
2015-01-26,31,66,25,8
2015-01-27,31,60,19,7
2015-01-28,31,71,28,6
2015-01-29,31,20,9,1
2015-01-30,31,61,21,3
2015-01-31,31,48,19,5
2015-02-01,31,37,13,3
2015-02-02,31,55,24,3
2015-02-03,31,NA,NA,NA
2015-02-04,31,72,36,11
2015-02-05,31,72,28,5
2015-02-06,31,50,17,4
2015-02-07,31,62,31,8
2015-02-08,31,NA,NA,NA
2015-02-09,31,49,18,5
2015-02-10,31,23,10,1
2015-02-11,31,33,17,6
2015-02-12,31,44,13,4
2015-02-13,31,36,14,4
2015-02-14,31,23,10,3
2015-02-15,31,41,14,2
2015-02-16,31,73,28,7
2015-02-17,31,58,20,7
2015-02-18,31,26,8,2
2015-02-19,31,60,17,3
2015-02-20,31,22,8,2
2015-02-21,31,NA,NA,NA
2015-02-22,31,NA,NA,NA
2015-02-23,31,35,14,5
2015-02-24,31,27,11,3
2015-02-25,31,NA,NA,NA
2015-02-26,31,57,21,5
2015-02-27,31,NA,NA,NA
2015-02-28,31,NA,NA,NA
2015-03-01,31,NA,NA,NA
2015-03-02,31,47,19,7
2015-03-03,31,48,17,6
2015-03-04,31,67,25,9
2015-03-05,31,45,17,4
2015-03-06,31,41,14,3
2015-03-07,31,43,15,5
2015-03-08,31,57,29,9
2015-03-09,31,21,10,2
2015-03-10,31,30,14,3
2015-03-11,31,40,18,5
2015-03-12,31,NA,NA,NA
2015-03-13,31,47,14,2
2015-03-14,31,NA,NA,NA
2015-03-15,31,27,8,2
2015-03-16,31,23,10,2
2015-03-17,31,NA,NA,NA
2015-03-18,31,24,9,3
2015-03-19,31,68,29,10
2015-03-20,31,NA,NA,NA
2015-03-21,31,NA,NA,NA
2015-03-22,31,NA,NA,NA
2015-03-23,31,47,24,5
2015-03-24,31,42,20,2
2015-03-25,31,41,13,3
2015-03-26,31,26,10,3
2015-03-27,31,23,9,3
2015-03-28,31,20,9,2
2015-03-29,31,NA,NA,NA
2015-03-30,31,29,11,2
2015-03-31,31,63,26,4
2015-04-01,31,30,13,4
2015-04-02,31,NA,NA,NA
2015-04-03,31,23,9,3
2015-04-04,31,NA,NA,NA
2015-04-05,31,NA,NA,NA
2015-04-06,31,NA,NA,NA
2015-04-07,31,35,14,3
2015-04-08,31,34,11,2
2015-04-09,31,NA,NA,NA
2015-04-10,31,NA,NA,NA
2015-04-11,31,58,23,3
2015-04-12,31,22,9,2
2015-04-13,31,45,23,4
2015-04-14,31,53,15,4
2015-04-15,31,NA,NA,NA
2015-04-16,31,NA,NA,NA
2015-04-17,31,NA,NA,NA
2015-04-18,31,39,19,7
2015-04-19,31,62,22,8
2015-04-20,31,49,19,4
2015-04-21,31,72,25,5
2015-04-22,31,30,10,2
2015-04-23,31,NA,NA,NA
2015-04-24,31,57,20,5
2015-04-25,31,65,21,4
2015-04-26,31,NA,NA,NA
2015-04-27,31,61,22,4
2015-04-28,31,NA,NA,NA
2015-04-29,31,NA,NA,NA
2015-04-30,31,NA,NA,NA
2015-05-01,31,32,10,3
2015-05-02,31,NA,NA,NA
2015-05-03,31,52,24,6
2015-05-04,31,34,11,3
2015-05-05,31,NA,NA,NA
2015-05-06,31,NA,NA,NA
2015-05-07,31,43,17,4
2015-05-08,31,37,12,1
2015-05-09,31,29,10,1
2015-05-10,31,51,14,2
2015-05-11,31,69,33,9
2015-05-12,31,NA,NA,NA
2015-05-13,31,NA,NA,NA
2015-05-14,31,NA,NA,NA
2015-05-15,31,44,19,4
2015-05-16,31,51,21,3
2015-05-17,31,42,15,3
2015-05-18,31,NA,NA,NA
2015-05-19,31,NA,NA,NA
2015-05-20,31,NA,NA,NA
2015-05-21,31,40,17,6
2015-05-22,31,39,20,6
2015-05-23,31,63,22,4
2015-05-24,31,29,12,4
2015-05-25,31,NA,NA,NA
2015-05-26,31,30,15,3
2015-05-27,31,71,33,13
2015-05-28,31,NA,NA,NA
2015-05-29,31,56,19,5
2015-05-30,31,NA,NA,NA
2015-05-31,31,25,12,2
2015-06-01,31,NA,NA,NA
2015-06-02,31,32,10,2
2015-06-03,31,56,25,4
2015-06-04,31,NA,NA,NA
2015-06-05,31,29,10,2
2015-06-06,31,NA,NA,NA
2015-06-07,31,68,26,8
2015-06-08,31,27,9,2
2015-06-09,31,NA,NA,NA
2015-06-10,31,NA,NA,NA
