"date","id","totalCalls","answeredCalls","sales"
2015-01-01,104,NA,NA,NA
2015-01-02,104,NA,NA,NA
2015-01-03,104,NA,NA,NA
2015-01-04,104,62,11,4
2015-01-05,104,59,23,9
2015-01-06,104,NA,NA,NA
2015-01-07,104,NA,NA,NA
2015-01-08,104,61,24,8
2015-01-09,104,39,12,2
2015-01-10,104,NA,NA,NA
2015-01-11,104,NA,NA,NA
2015-01-12,104,NA,NA,NA
2015-01-13,104,NA,NA,NA
2015-01-14,104,NA,NA,NA
2015-01-15,104,61,25,4
2015-01-16,104,NA,NA,NA
2015-01-17,104,NA,NA,NA
2015-01-18,104,NA,NA,NA
2015-01-19,104,40,11,1
2015-01-20,104,NA,NA,NA
2015-01-21,104,NA,NA,NA
2015-01-22,104,NA,NA,NA
2015-01-23,104,NA,NA,NA
2015-01-24,104,60,12,4
2015-01-25,104,38,18,5
2015-01-26,104,40,16,3
2015-01-27,104,NA,NA,NA
2015-01-28,104,NA,NA,NA
2015-01-29,104,NA,NA,NA
2015-01-30,104,NA,NA,NA
2015-01-31,104,NA,NA,NA
2015-02-01,104,NA,NA,NA
2015-02-02,104,NA,NA,NA
2015-02-03,104,41,15,5
2015-02-04,104,59,22,6
2015-02-05,104,NA,NA,NA
2015-02-06,104,NA,NA,NA
2015-02-07,104,NA,NA,NA
2015-02-08,104,NA,NA,NA
2015-02-09,104,NA,NA,NA
2015-02-10,104,NA,NA,NA
2015-02-11,104,NA,NA,NA
2015-02-12,104,NA,NA,NA
2015-02-13,104,NA,NA,NA
2015-02-14,104,32,7,2
2015-02-15,104,NA,NA,NA
2015-02-16,104,NA,NA,NA
2015-02-17,104,NA,NA,NA
2015-02-18,104,NA,NA,NA
2015-02-19,104,NA,NA,NA
2015-02-20,104,50,21,3
2015-02-21,104,NA,NA,NA
2015-02-22,104,NA,NA,NA
2015-02-23,104,65,33,14
2015-02-24,104,NA,NA,NA
2015-02-25,104,41,16,2
2015-02-26,104,NA,NA,NA
2015-02-27,104,58,12,3
2015-02-28,104,NA,NA,NA
2015-03-01,104,NA,NA,NA
2015-03-02,104,NA,NA,NA
2015-03-03,104,52,16,5
2015-03-04,104,NA,NA,NA
2015-03-05,104,45,10,2
2015-03-06,104,NA,NA,NA
2015-03-07,104,NA,NA,NA
2015-03-08,104,NA,NA,NA
2015-03-09,104,30,6,1
2015-03-10,104,NA,NA,NA
2015-03-11,104,NA,NA,NA
2015-03-12,104,NA,NA,NA
2015-03-13,104,70,30,11
2015-03-14,104,NA,NA,NA
2015-03-15,104,NA,NA,NA
2015-03-16,104,69,24,3
2015-03-17,104,NA,NA,NA
2015-03-18,104,63,15,4
2015-03-19,104,NA,NA,NA
2015-03-20,104,NA,NA,NA
2015-03-21,104,NA,NA,NA
2015-03-22,104,NA,NA,NA
2015-03-23,104,NA,NA,NA
2015-03-24,104,NA,NA,NA
2015-03-25,104,NA,NA,NA
2015-03-26,104,NA,NA,NA
2015-03-27,104,34,6,1
2015-03-28,104,31,15,5
2015-03-29,104,40,12,4
2015-03-30,104,NA,NA,NA
2015-03-31,104,55,21,4
2015-04-01,104,NA,NA,NA
2015-04-02,104,NA,NA,NA
2015-04-03,104,NA,NA,NA
2015-04-04,104,NA,NA,NA
2015-04-05,104,58,29,5
2015-04-06,104,NA,NA,NA
2015-04-07,104,NA,NA,NA
2015-04-08,104,NA,NA,NA
2015-04-09,104,NA,NA,NA
2015-04-10,104,NA,NA,NA
2015-04-11,104,NA,NA,NA
2015-04-12,104,NA,NA,NA
2015-04-13,104,NA,NA,NA
2015-04-14,104,NA,NA,NA
2015-04-15,104,NA,NA,NA
2015-04-16,104,NA,NA,NA
2015-04-17,104,NA,NA,NA
2015-04-18,104,42,18,5
2015-04-19,104,43,10,2
2015-04-20,104,NA,NA,NA
2015-04-21,104,NA,NA,NA
2015-04-22,104,34,10,2
2015-04-23,104,NA,NA,NA
2015-04-24,104,NA,NA,NA
2015-04-25,104,NA,NA,NA
2015-04-26,104,NA,NA,NA
2015-04-27,104,58,12,3
2015-04-28,104,NA,NA,NA
2015-04-29,104,NA,NA,NA
2015-04-30,104,36,19,4
2015-05-01,104,NA,NA,NA
2015-05-02,104,NA,NA,NA
2015-05-03,104,NA,NA,NA
2015-05-04,104,NA,NA,NA
2015-05-05,104,NA,NA,NA
2015-05-06,104,69,31,7
2015-05-07,104,NA,NA,NA
2015-05-08,104,NA,NA,NA
2015-05-09,104,NA,NA,NA
2015-05-10,104,48,23,6
2015-05-11,104,69,25,3
2015-05-12,104,NA,NA,NA
2015-05-13,104,NA,NA,NA
2015-05-14,104,49,16,5
2015-05-15,104,NA,NA,NA
2015-05-16,104,NA,NA,NA
2015-05-17,104,NA,NA,NA
2015-05-18,104,NA,NA,NA
2015-05-19,104,NA,NA,NA
2015-05-20,104,NA,NA,NA
2015-05-21,104,34,7,1
2015-05-22,104,NA,NA,NA
2015-05-23,104,28,12,3
2015-05-24,104,NA,NA,NA
2015-05-25,104,28,9,1
2015-05-26,104,NA,NA,NA
2015-05-27,104,NA,NA,NA
2015-05-28,104,28,14,4
2015-05-29,104,60,16,5
2015-05-30,104,NA,NA,NA
2015-05-31,104,NA,NA,NA
2015-06-01,104,NA,NA,NA
2015-06-02,104,NA,NA,NA
2015-06-03,104,NA,NA,NA
2015-06-04,104,NA,NA,NA
2015-06-05,104,NA,NA,NA
2015-06-06,104,71,32,5
2015-06-07,104,NA,NA,NA
2015-06-08,104,40,19,7
2015-06-09,104,NA,NA,NA
2015-06-10,104,NA,NA,NA
2015-06-11,104,NA,NA,NA
2015-06-12,104,26,5,1
2015-06-13,104,63,18,6
2015-06-14,104,49,24,8
2015-06-15,104,NA,NA,NA
2015-06-16,104,54,19,5
2015-06-17,104,31,10,2
2015-06-18,104,NA,NA,NA
2015-06-19,104,NA,NA,NA
2015-06-20,104,NA,NA,NA
2015-06-21,104,NA,NA,NA
2015-06-22,104,NA,NA,NA
2015-06-23,104,34,8,1
2015-06-24,104,NA,NA,NA
2015-06-25,104,33,10,3
2015-06-26,104,NA,NA,NA
2015-06-27,104,NA,NA,NA
2015-06-28,104,NA,NA,NA
2015-06-29,104,NA,NA,NA
2015-06-30,104,NA,NA,NA
2015-07-01,104,NA,NA,NA
2015-07-02,104,NA,NA,NA
2015-07-03,104,NA,NA,NA
2015-07-04,104,51,19,3
2015-07-05,104,60,13,3
2015-07-06,104,NA,NA,NA
2015-07-07,104,33,16,5
2015-07-08,104,NA,NA,NA
2015-07-09,104,NA,NA,NA
2015-07-10,104,63,19,5
2015-07-11,104,NA,NA,NA
2015-07-12,104,NA,NA,NA
2015-07-13,104,NA,NA,NA
2015-07-14,104,NA,NA,NA
2015-07-15,104,NA,NA,NA
2015-07-16,104,NA,NA,NA
2015-07-17,104,32,15,4
2015-07-18,104,NA,NA,NA
2015-07-19,104,NA,NA,NA
2015-07-20,104,NA,NA,NA
2015-07-21,104,NA,NA,NA
2015-07-22,104,43,16,3
2015-07-23,104,NA,NA,NA
2015-07-24,104,NA,NA,NA
2015-07-25,104,66,35,12
2015-07-26,104,NA,NA,NA
2015-07-27,104,54,29,4
2015-07-28,104,NA,NA,NA
2015-07-29,104,NA,NA,NA
2015-07-30,104,73,16,5
2015-07-31,104,NA,NA,NA
2015-08-01,104,NA,NA,NA
2015-08-02,104,NA,NA,NA
2015-08-03,104,NA,NA,NA
2015-08-04,104,NA,NA,NA
2015-08-05,104,45,18,7
2015-08-06,104,45,10,4
2015-08-07,104,NA,NA,NA
2015-08-08,104,41,21,8
2015-08-09,104,28,10,1
2015-08-10,104,NA,NA,NA
2015-08-11,104,NA,NA,NA
2015-08-12,104,NA,NA,NA
2015-08-13,104,NA,NA,NA
2015-08-14,104,NA,NA,NA
2015-08-15,104,64,20,2
2015-08-16,104,NA,NA,NA
2015-08-17,104,NA,NA,NA
2015-08-18,104,NA,NA,NA
2015-08-19,104,30,11,3
2015-08-20,104,42,14,2
2015-08-21,104,NA,NA,NA
2015-08-22,104,NA,NA,NA
2015-08-23,104,NA,NA,NA
2015-08-24,104,NA,NA,NA
2015-08-25,104,NA,NA,NA
2015-08-26,104,NA,NA,NA
2015-08-27,104,NA,NA,NA
2015-08-28,104,66,19,7
2015-08-29,104,NA,NA,NA
2015-08-30,104,NA,NA,NA
2015-08-31,104,68,34,10
2015-09-01,104,NA,NA,NA
2015-09-02,104,55,16,3
2015-09-03,104,NA,NA,NA
2015-09-04,104,NA,NA,NA
2015-09-05,104,NA,NA,NA
2015-09-06,104,NA,NA,NA
2015-09-07,104,NA,NA,NA
2015-09-08,104,33,13,4
2015-09-09,104,67,21,5
2015-09-10,104,NA,NA,NA
2015-09-11,104,44,11,2
2015-09-12,104,59,12,2
2015-09-13,104,NA,NA,NA
2015-09-14,104,NA,NA,NA
2015-09-15,104,NA,NA,NA
2015-09-16,104,NA,NA,NA
2015-09-17,104,NA,NA,NA
2015-09-18,104,NA,NA,NA
2015-09-19,104,NA,NA,NA
2015-09-20,104,NA,NA,NA
2015-09-21,104,35,16,2
2015-09-22,104,71,16,5
2015-09-23,104,NA,NA,NA
2015-09-24,104,58,22,7
2015-09-25,104,NA,NA,NA
2015-09-26,104,NA,NA,NA
2015-09-27,104,NA,NA,NA
2015-09-28,104,46,18,3
2015-09-29,104,NA,NA,NA
2015-09-30,104,NA,NA,NA
2015-10-01,104,NA,NA,NA
2015-10-02,104,NA,NA,NA
2015-10-03,104,60,32,6
2015-10-04,104,NA,NA,NA
2015-10-05,104,NA,NA,NA
2015-10-06,104,39,8,2
2015-10-07,104,NA,NA,NA
2015-10-08,104,NA,NA,NA
2015-10-09,104,NA,NA,NA
2015-10-10,104,NA,NA,NA
2015-10-11,104,NA,NA,NA
2015-10-12,104,NA,NA,NA
2015-10-13,104,NA,NA,NA
2015-10-14,104,NA,NA,NA
2015-10-15,104,NA,NA,NA
2015-10-16,104,NA,NA,NA
2015-10-17,104,NA,NA,NA
